IsomericSmiles	CID	MolecularFormula	MolecularWeight	RotatableBondCount	HeavyAtomCount	AtomChiralCount
C[C@H](C1=CC=CC=C1)N2CCCC[C@H]2C(=O)O	20638979	C14H19NO2	233.310	3	17	2
C[C@H](C1=CC=CC=C1)N2CCCC[C@@H]2C(=O)O	20638978	C14H19NO2	233.310	3	17	2
C1CCC(C1)NC(C2=CC=CC=C2)C(=O)O	20440246	C13H17NO2	219.280	4	16	1
CCCCCCNC(C1=CC=CC=C1)C(=O)O	20381735	C14H21NO2	235.320	8	17	1
CC(C)CNC(C1=CC=CC=C1)C(=O)O	20381497	C12H17NO2	207.270	5	15	1
CCCCCCCCCCCCNC(C1=CC=CC=C1)C(=O)O	20293079	C20H33NO2	319.500	14	23	1
CC(=C)C(C1=CC=CC=C1)N(CCCCCC(=O)O)CCO	20265869	C18H27NO3	305.400	11	22	1
CN(C(C1=CC=CC=C1)C(=O)O)C(=O)C(F)(F)F	19958021	C11H10F3NO3	261.200	3	18	1
C1=CC=C(C=C1)C(C(=O)O)NCC(=O)O	19389154	C10H11NO4	209.200	5	15	1
C1CCC(CC1)C(C(=O)O)N(CC2=CC=CC=C2)C(=O)O	18954409	C16H21NO4	291.340	5	21	1
C1=CC=C(C=C1)C(C(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O	18674937	C16H20N2O8	368.340	12	26	1
C=CCC(C1=CC=CC=C1)(C(=O)O)N(CC=C)CC2=CC=CC=C2	18673071	C21H23NO2	321.400	9	24	1
CN(C)C(C1=CC=C(C=C1)F)C(=O)O	18524012	C10H12FNO2	197.210	3	14	1
C1CC2=CC=CC=C2CN(C1)C(C3=CC=CC=C3)C(=O)O	18442569	C18H19NO2	281.300	3	21	1
C[N+](C)(C)C(CC1=CC=CC=C1)C(=O)O	16745394	C12H18NO2+	208.280	4	15	1
C1CCN(CC1)C(C2=CC=C(C=C2)F)C(=O)O	16243950	C13H16FNO2	237.270	3	17	1
C1CCN(CC1)C(C2=C(C=C(C=C2)F)F)C(=O)O	16243946	C13H15F2NO2	255.260	3	18	1
CC1CCN(CC1)C(C2=CC=CC=C2)C(=O)O.Cl	16192951	C14H20ClNO2	269.770	3	18	1
CC1CCCCN1C(C2=CC=CC=C2)C(=O)O.Cl	16189438	C14H20ClNO2	269.770	3	18	2
C1CCN(CC1)C(C2=CC=CC=C2)C(=O)O.Cl	16189437	C13H18ClNO2	255.740	3	17	1
CN1CCC2=CC=CC=C2C1C(=O)O	15863497	C11H13NO2	191.230	1	14	1
CN(C)C(C1=CC=CC=C1)C(=O)OC	15863480	C11H15NO2	193.240	4	14	1
C1=CC=C(C=C1)CC(C(=O)O)N(CC2=CC=CC=C2)CC3=CC=CC=C3	15622020	C23H23NO2	345.400	8	26	1
C1CCC(CC1)C[C@@H](C(=O)O)N(CC2=CC=CC=C2)CC3=CC=CC=C3	15622019	C23H29NO2	351.500	8	26	1
C1CCC(CC1)CC(C(=O)O)N(CC2=CC=CC=C2)CC3=CC=CC=C3	15622018	C23H29NO2	351.500	8	26	1
CCCN[C@H](C1=CC=CC=C1)C(=O)O	15383858	C11H15NO2	193.240	5	14	1
C1CCC(CC1)N2CCN(CC2)C(C3=CC=CC=C3)C(=O)O	15345470	C18H26N2O2	302.400	4	22	1
CCN(CC)C(C1=CC=CC=C1)C(=O)OC	15296292	C13H19NO2	221.290	6	16	1
C=CCN(CC=C)[C@@H](CC1=CC=CC=C1)C(=O)O	14158325	C15H19NO2	245.320	8	18	1
CN(C)[C@H](CC1=CC=CC=C1)C(=O)O	13967459	C11H15NO2	193.240	4	14	1
CC(C)N[C@H](C1=CC=CC=C1)C(=O)O	13778609	C11H15NO2	193.240	4	14	1
CC(C)NC(C1=CC=CC=C1)C(=O)O	13778608	C11H15NO2	193.240	4	14	1
CCNC(C1=CC=CC=C1)C(=O)O.Cl	13573020	C10H14ClNO2	215.670	4	14	1
CCNC(C1=CC=CC=C1)C(=O)O	13573019	C10H13NO2	179.220	4	13	1
CN(CC1=CC=CC=C1)C(C2=CC=CC=C2)C(=O)OC	13397661	C17H19NO2	269.340	6	20	1
C1CC(=O)N(C1)C(C2=CC=CC=C2)C(=O)O	13254296	C12H13NO3	219.240	3	16	1
COC(=O)C(C1=CC=CC=C1)N2CCCCC2	12957460	C14H19NO2	233.310	4	17	1
C=CCNC(C1=CC=CC=C1)C(=O)O	12900593	C11H13NO2	191.230	5	14	1
CC1CCCC1NC(C2=CC=CC=C2)C(=O)O	12900589	C14H19NO2	233.310	4	17	3
CCCCCCCCCCCC(=O)N[C@@H](C1=CC=CC=C1)C(=O)O	12900587	C20H31NO3	333.500	13	24	1
CC1=CC=C(C=C1)C(C(=O)O)NC	12411152	C10H13NO2	179.220	3	13	1
CN([C@H](C1=CC=CC=C1)C(=O)O)N	12282361	C9H12N2O2	180.200	3	13	1
CN(C(C1=CC=CC=C1)C(=O)O)N	12282360	C9H12N2O2	180.200	3	13	1
CC(C)(C)C(=O)NC(C1=CC=CC=C1)C(=O)O	12280435	C13H17NO3	235.280	4	17	1
CCCCC(=O)NC(C1=CC=CC=C1)C(=O)O	12280433	C13H17NO3	235.280	6	17	1
CN(C)[C@@H](CC1=CC=CC=C1)C(=O)O	11830289	C11H15NO2	193.240	4	14	1
CN(C(C1=CC=CC=C1)C(=O)O)OC	11816404	C10H13NO3	195.210	4	14	1
CC(C)N1CCN(CC1)C(C2=CC=CC=C2)C(=O)O	11129117	C15H22N2O2	262.350	4	19	1
C1=CC=C(C=C1)C[C@@H](C(=O)O)N(CC2=CC=CC=C2)CC3=CC=CC=C3	10980880	C23H23NO2	345.400	8	26	1
CC(=O)N(CC1=CC=CC=C1)[C@@H](CC2=CC=CC=C2)C(=O)O	10979391	C18H19NO3	297.300	6	22	1
CC(C)C[C@@H](C(=O)O)N(C)CC1=CC=CC=C1	10933452	C14H21NO2	235.320	6	17	1
CC(C)(C)OC(=O)N(C)[C@H](C1=CC=CC=C1)C(=O)O	10901506	C14H19NO4	265.300	5	19	1
CC(C)(C)C(=O)N(CC1=CC=CC=C1)C(CC2=CC=CC=C2)C(=O)O	10735840	C21H25NO3	339.400	7	25	1
CC(C)C(=O)N(CC1=CC=CC=C1)C(CC2=CC=CC=C2)C(=O)O	10639761	C20H23NO3	325.400	7	24	1
C1=CC=C(C=C1)CN[C@H](C2=CC=CC=C2)C(=O)O	7219216	C15H15NO2	241.280	5	18	1
C1=CC=C(C=C1)CN[C@@H](C2=CC=CC=C2)C(=O)O	7219214	C15H15NO2	241.280	5	18	1
CC(C)(C)OC(=O)N(C)[C@@H](C1=CC=CC=C1)C(=O)O	7010620	C14H19NO4	265.300	5	19	1
C1CCN(C1)C(C2=CC=CC=C2)C(=O)O.Cl	6603112	C12H16ClNO2	241.710	3	16	1
COC(=O)C(C1=CC=CC=C1)N2CCCCCC2.Cl	5339549	C15H22ClNO2	283.790	4	19	1
CCCCCCCCCCC(C(=O)OC)[N+](C)(C)CC1=CC=CC=C1	4595868	C22H38NO2+	348.500	14	25	1
CN(CC1=CC=CC=C1)C(CC2=CC=CC=C2)C(=O)O	4199313	C17H19NO2	269.340	6	20	1
CC(=O)N(C)C(C1=CC=CC=C1)C(=O)O	3861124	C11H13NO3	207.230	3	15	1
CCN(CC)C(C1=CC=CC=C1)C(=O)OCC	3753552	C14H21NO2	235.320	7	17	1
CC(C1=CC=CC=C1)(C(=O)O)N(C)C	3613790	C11H15NO2	193.240	3	14	1
CC(C1=CC=CC=C1)NC(C2=CC=CC=C2)C(=O)O	3360294	C16H17NO2	255.310	5	19	2
CC1CCCCN1C(C2=CC=CC=C2)C(=O)O	3157176	C14H19NO2	233.310	3	17	2
CC1CCN(CC1)C(C2=CC=CC=C2)C(=O)O	3157175	C14H19NO2	233.310	3	17	1
CCN(CC)C(C1=CC=CC=C1)C(=O)O	3157174	C12H17NO2	207.270	5	15	1
CCC(C1=CC=CC=C1)(C(=O)O)N(C)C	3020848	C12H17NO2	207.270	4	15	1
C1=CC=C(C=C1)CNC(C2=CC=CC=C2)C(=O)O	2826470	C15H15NO2	241.280	5	18	1
CCN(CC)[C@H](C1=CC=CC=C1)C(=O)O	1091378	C12H17NO2	207.270	5	15	1
CCN(CC)[C@@H](C1=CC=CC=C1)C(=O)O	1091377	C12H17NO2	207.270	5	15	1
C1CCN(C1)[C@H](C2=CC=CC=C2)C(=O)O	1091376	C12H15NO2	205.250	3	15	1
C1CCN(CC1)[C@H](C2=CC=CC=C2)C(=O)O	1090523	C13H17NO2	219.280	3	16	1
C1CCN(CC1)[C@@H](C2=CC=CC=C2)C(=O)O	1090522	C13H17NO2	219.280	3	16	1
C1COCCN1[C@H](C2=CC=CC=C2)C(=O)O	1090521	C12H15NO3	221.250	3	16	1
COC(=O)[C@H](C1=CC=CC=C1)N2CCCCCC2	909981	C15H21NO2	247.330	4	18	1
CN(CC1=CC=CC=C1)[C@@H](CC2=CC=CC=C2)C(=O)O	825994	C17H19NO2	269.340	6	20	1
CC(=O)N(C)[C@@H](C1=CC=CC=C1)C(=O)O	682102	C11H13NO3	207.230	3	15	1
CN[C@H](C1=CC=CC=C1)C(=O)O	681676	C9H11NO2	165.190	3	12	1
CN[C@@H](C1=CC=CC=C1)C(=O)O	681675	C9H11NO2	165.190	3	12	1
C1CCN(C1)C(C2=CC=CC=C2)C(=O)O	646078	C12H15NO2	205.250	3	15	1
CCCCCCCNC(C1=CC=CC=C1)C(=O)O	609247	C15H23NO2	249.350	9	18	1
C1=CC=C(C=C1)CCNC(C2=CC=CC=C2)C(=O)O	571654	C16H17NO2	255.310	6	19	1
C1CCC(CC1)NC(C2=CC=CC=C2)C(=O)O	422883	C14H19NO2	233.310	4	17	1
COC(=O)C(C1=CC=CC=C1)N2CCCCCC2	409472	C15H21NO2	247.330	4	18	1
C1CCN(CC1)C(C2=CC=CC=C2)C(=O)O	408627	C13H17NO2	219.280	3	16	1
C1=CC=C(C=C1)C(C(=O)O)N(CC(=O)O)CC(=O)O	394573	C12H13NO6	267.230	7	19	1
CN(C)C(C1=CC=CC=C1)C(=O)O	315599	C10H13NO2	179.220	3	13	1
CCCC(C(=O)O)N(C)CC1=CC=CC=C1	285418	C13H19NO2	221.290	6	16	1
CN(C)C(CC1=CC=CC=C1)(C2=CC=CC=C2)C(=O)O	242173	C17H19NO2	269.340	5	20	1
C1COCCN1C(C2=CC=CC=C2)C(=O)O	241650	C12H15NO3	221.250	3	16	1
CC(C)(C)NC(C1=CC=CC=C1)C(=O)O	230747	C12H17NO2	207.270	4	15	1
CCCCNC(C1=CC=CC=C1)C(=O)O	230085	C12H17NO2	207.270	6	15	1
CCOC(=O)C(C1=CC=CC=C1)N(C)C	230084	C12H17NO2	207.270	5	15	1
CNC(C1=CC=CC=C1)C(=O)O	228214	C9H11NO2	165.190	3	12	1
CN(C)C(CC1=CC=CC=C1)C(=O)O	140236	C11H15NO2	193.240	4	14	1
CCCCN(CCCC)C(C1=CC=CC=C1)C(=O)O	51840	C16H25NO2	263.370	9	19	1
CCCC[NH+](CCCC)C(C1=CC=CC=C1)C(=O)O.[Cl-]	51839	C16H26ClNO2	299.830	9	20	1
CCCCN(CCCC)C(C1=CC=CC=C1)C(=O)OCC	51838	C18H29NO2	291.400	11	21	1
CC1=CC=CC=C1CNC(C2=CC=CC=C2)C(=O)O	45157	C16H17NO2	255.310	5	19	1
